No.,Name,Points,Errors,In-Play,Attempts,%
 2,KOGA Sarina,20.0,2,25,47,38.3
 1,KUROGO Ai,11.0,10,9,30,3.33
4,ISHIKAWA Mayu,8.0,8,11,27,
5,SHIMAMURA Haruyo,7.0,3,8,18,
11,ARAKI Erika,2.0,1,4,7,
15,HAYASHI Kotona,,, 5,5,
8,ISHII Yuki,, 1,3,4,
12,MOMII Aki,1.0,, 2,3,
3,TASHIRO Kanami,,,, ,
6,KOBATA Mako,,,, ,
9,OKUMURA Mai,,,, ,
19,YAMADA Nichika,,,, ,
ls,,49.0,25,67,141,17.02
