No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 5,SHIMAMURA Haruyo,1.0,, 13,14,0.25
 1,KUROGO Ai,,- 1,14,15,0.0
 2,KOGA Sarina,,-, 12,12,0.0
 4,ISHIKAWA Mayu,,- 3,9,12,0.0
11,ARAKI Erika,,-, 10,10,0.0
12,MOMII Aki,,- 1,7,8,0.0
15,HAYASHI Kotona,,-, 5,5,0.0
 3,TASHIRO Kanami,,-, 1,1,0.0
 8,ISHII Yuki,,-, 1,1,0.0
6,KOBATA Mako,,-,, ,
9,OKUMURA Mai,,-,, ,
19,YAMADA Nichika,,-,, ,
ls,,1.0,5,72,78,0.25
