No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,OGNJENOVIC Maja,22,1.0,11,34,7.33
 8,MIRKOVIC Sladjana,14,, 15,29,4.67
14,ALEKSIC Maja,2,, 4,6,0.67
17,POPOVIC Silvija,2,, 2,4,0.67
18,BOSKOVIC Tijana,2,, 1,3,0.67
 9,MIHAJLOVIC Brankica,2,,, 2,0.67
19,MILENKOVIC Bojana,1,,, 1,0.33
 5,POPOVIC Mina,,, 1,1,0.0
20,BLAGOJEVIC Jelena,,, 1,1,0.0
1,BUSA Bianka,,,, ,
13,BJELICA Ana,,,, ,
16,RASIC Milena,,,, ,
ls,,45,1.0,35,81,15.0
