No.,Name,Excellents,Errors,In-Play,Attempts,%
 4,ISHIKAWA Mayu,29,, 10,39,74.36
 1,KUROGO Ai,15,, 20,35,42.86
6,KOBATA Mako,10,, 5,15,
5,SHIMAMURA Haruyo,,, 1,1,
2,KOGA Sarina,,,, ,
3,TASHIRO Kanami,,,, ,
8,ISHII Yuki,,,, ,
9,OKUMURA Mai,,,, ,
11,ARAKI Erika,,,, ,
12,MOMII Aki,,,, ,
15,HAYASHI Kotona,,,, ,
19,YAMADA Nichika,,,, ,
ls,,54,,36,90,60.0
