No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 1,WAIRIMU Jane Wacu,18,, 28,46,6.0
 8,LUSENAKA Joy,4,, 1,5,1.33
13,KAEI Lorine Chebet,2,, 1,3,0.67
16,KUNDU Agripina Khayesi,1,, 5,6,0.33
 5,KIPRONO Sharon Chepchumba,,, 2,2,0.0
14,MOIM Mercy,,, 2,2,0.0
19,MUKUVILANI Edith,,, 2,2,0.0
 4,KASAYA Leonida,,, 1,1,0.0
10,MURAMBI Noel,,,, ,
12,EMANIMAN Gladys Ekaru,,,, ,
15,JEPKIRUI Pamela,,,, ,
18,CHEMTAI Emmaculate,,,, ,
ls,,25,,42,67,8.33
