No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,KIM Yeon Koung,19,2.0,2,23,3.8
 9,OH Jiyoung,13,8.0,, 21,2.6
 3,YEUM Hye Seon,11,3.0,1,15,2.2
19,PYO Seungju,6,,, 6,1.2
13,PARK Jeongah,5,6.0,, 11,1.0
11,KIM Su Ji,3,1.0,, 4,0.6
 4,KIM Heejin,2,3.0,1,6,0.4
14,YANG Hyo Jin,2,2.0,, 4,0.4
 7,AN Hyejin,1,,, 1,0.2
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,62,25.0,4,91,12.4
