No.,Name,Points,Errors,In-Play,Attempts,%
13,BOZ Meryem,22.0,4,24,50,36.0
14,ERDEM DUNDAR Eda,10.0,3,5,18,
18,GUNES Zehra,9.0,1,7,17,
9,ISMAILOGLU Meliha,6.0,3,8,17,
99,KARAKURT Ebrar,5.0,5,6,16,
4,SENOGLU Tugba,7.0,2,1,10,
7,BALADIN Hande,2.0,2,4,8,
5,ERCAN Seyma,1.0,1,3,5,
3,OZBAY Cansu,1.0,, 2,3,
2,AKOZ Simge Sebnem,,,, ,
6,CALISKAN Kubra,,,, ,
11,AYDEMIR AKYOL Naz,,,, ,
ls,,63.0,21,60,144,29.17
