No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 4,ISHIKAWA Mayu,10,9.0,, 19,3.33
 6,KOBATA Mako,8,6.0,, 14,2.67
 1,KUROGO Ai,7,10.0,, 17,2.33
12,MOMII Aki,6,5.0,1,12,2.0
 8,ISHII Yuki,3,3.0,1,7,1.0
 3,TASHIRO Kanami,3,2.0,, 5,1.0
15,HAYASHI Kotona,2,2.0,1,5,0.67
11,ARAKI Erika,,1.0,, 1,0.0
5,SHIMAMURA Haruyo,,,-, ,
9,OKUMURA Mai,,,-, ,
19,YAMADA Nichika,,,-, ,
ls,,39,38.0,3,80,13.0
