No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,FETISOVA Irina,5.0,5,11,21,1.0
10,FEDOROVTSEVA Arina,3.0,3,7,13,0.6
16,VORONKOVA Irina,3.0,4,2,9,0.6
 6,KOROLEVA Irina,1.0,8,11,20,0.2
 8,GONCHAROVA Nataliya,1.0,3,5,9,0.2
13,STARTSEVA Evgeniya,1.0,4,3,8,0.2
12,LAZAREVA Anna,,, 2,2,0.0
26,ENINA Ekaterina,, 1,, 1,0.0
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
19,PODKOPAEVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
ls,,14.0,28,41,83,2.8
