No.,Name,Points,Errors,In-Play,Total Attempts,by Set
18,GUNES Zehra,1.0,1,15,17,0.25
14,ERDEM DUNDAR Eda,1.0,2,9,12,0.25
13,BOZ Meryem,1.0,1,9,11,0.25
 3,OZBAY Cansu,1.0,1,3,5,0.25
11,AYDEMIR AKYOL Naz,,, 10,10,0.0
 7,BALADIN Hande,, 3,7,10,0.0
 9,ISMAILOGLU Meliha,, 1,8,9,0.0
99,KARAKURT Ebrar,, 1,4,5,0.0
 5,ERCAN Seyma,,, 3,3,0.0
 4,SENOGLU Tugba,,, 1,1,0.0
2,AKOZ Simge Sebnem,,,, ,
6,CALISKAN Kubra,,,, ,
ls,,4.0,10,69,83,1.0
