No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,KAEI Lorine Chebet,3.0,3,1,7,1.0
 5,KIPRONO Sharon Chepchumba,2.0,3,3,8,0.67
14,MOIM Mercy,2.0,2,1,5,0.67
12,EMANIMAN Gladys Ekaru,1.0,3,2,6,0.33
 4,KASAYA Leonida,, 3,5,8,0.0
 1,WAIRIMU Jane Wacu,, 1,3,4,0.0
19,MUKUVILANI Edith,, 1,3,4,0.0
18,CHEMTAI Emmaculate,,, 1,1,0.0
8,LUSENAKA Joy,,,, ,
10,MURAMBI Noel,,,, ,
15,JEPKIRUI Pamela,,,, ,
16,KUNDU Agripina Khayesi,,,, ,
ls,,8.0,16,19,43,2.67
