No.,Name,Excellents,Errors,In-Play,Attempts,%
14,BARTSCHHACKLEY Michelle,25,2.0,9,36,69.44
 4,WONGORANTES Justine,12,, 10,22,54.55
10,LARSON Jordan,13,, 11,24,54.17
22,WASHINGTON Haleigh,,, 1,1,
1,HANCOCK Micha,,,, ,
2,POULTER Jordyn,,,, ,
11,DREWS Andrea,,,, ,
15,HILL Kimberly,,,, ,
16,AKINRADEWO Foluke,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,50,2.0,31,83,60.24
