No.,Name,Points,Errors,In-Play,Attempts,%
12,THOMPSON Jordan,18.0,3,2,23,65.22
10,LARSON Jordan,8.0,3,10,21,23.81
14,BARTSCHHACKLEY Michelle,11.0,6,8,25,20.0
16,AKINRADEWO Foluke,4.0,1,3,8,
22,WASHINGTON Haleigh,2.0,2,3,7,
11,DREWS Andrea,, 1,2,3,
2,POULTER Jordyn,1.0,,, 1,
1,HANCOCK Micha,,,, ,
4,WONGORANTES Justine,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,44.0,16,28,88,31.82
