No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
16,VORONKOVA Irina,15,10.0,3,28,3.0
19,PODKOPAEVA Anna,12,7.0,4,23,2.4
13,STARTSEVA Evgeniya,7,4.0,1,12,1.4
10,FEDOROVTSEVA Arina,4,4.0,1,9,0.8
 8,GONCHAROVA Nataliya,3,3.0,2,8,0.6
14,FETISOVA Irina,3,1.0,, 4,0.6
25,SMIRNOVA Kseniia,2,1.0,, 3,0.4
 6,KOROLEVA Irina,1,1.0,, 2,0.2
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
12,LAZAREVA Anna,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,47,31.0,11,89,9.4
