No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 4,KIM Heejin,2.0,2,3,7,0.67
13,PARK Jeongah,2.0,, 4,6,0.67
10,KIM Yeon Koung,1.0,1,8,10,0.33
14,YANG Hyo Jin,,, 9,9,0.0
11,KIM Su Ji,,, 7,7,0.0
 7,AN Hyejin,,, 4,4,0.0
 3,YEUM Hye Seon,, 1,3,4,0.0
19,PYO Seungju,,, 1,1,0.0
16,JEONG Jiyun,, 1,, 1,0.0
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
9,OH Jiyoung,,,, ,
ls,,5.0,5,39,49,1.67
