No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
13,STARTSEVA Evgeniya,58,, 85,143,11.6
19,PODKOPAEVA Anna,6,, 10,16,1.2
16,VORONKOVA Irina,2,1.0,5,8,0.4
10,FEDOROVTSEVA Arina,2,, 1,3,0.4
 8,GONCHAROVA Nataliya,1,, 4,5,0.2
14,FETISOVA Irina,1,, 1,2,0.2
 5,MATVEEVA Polina,,, 1,1,0.0
 6,KOROLEVA Irina,,, 1,1,0.0
4,PILIPENKO Daria,,,, ,
12,LAZAREVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,70,1.0,108,179,14.0
