No.,Name,Points,Errors,In-Play,Attempts,%
12,LI Yingying,23.0,9,21,53,26.42
 2,ZHU Ting,15.0,11,18,44,9.09
6,GONG Xiangyu,5.0,6,9,20,
9,ZHANG Changning,7.0,3,9,19,
1,YUAN Xinyue,6.0,2,10,18,
7,WANG Yuanyuan,4.0,2,2,8,
17,YAN Ni,3.0,1,1,5,
16,DING Xia,, 1,3,4,
11,YAO Di,,, 1,1,
10,LIU Xiaotong,,,, ,
18,WANG Mengjie,,,, ,
19,LIU Yanhan,,,, ,
ls,,63.0,35,74,172,16.28
