No.,Name,Points,Errors,In-Play,Attempts,%
 5,KIPRONO Sharon Chepchumba,16.0,7,13,36,25.0
4,KASAYA Leonida,6.0,6,10,22,
14,MOIM Mercy,3.0,4,9,16,
19,MUKUVILANI Edith,1.0,2,5,8,
1,WAIRIMU Jane Wacu,3.0,1,3,7,
13,KAEI Lorine Chebet,2.0,1,2,5,
18,CHEMTAI Emmaculate,1.0,1,1,3,
12,EMANIMAN Gladys Ekaru,1.0,1,, 2,
8,LUSENAKA Joy,,,, ,
10,MURAMBI Noel,,,, ,
15,JEPKIRUI Pamela,,,, ,
16,KUNDU Agripina Khayesi,,,, ,
ls,,33.0,23,43,99,10.1
