No.,Name,Excellents,Errors,In-Play,Attempts,%
 4,WONGORANTES Justine,17,1.0,4,22,77.27
10,LARSON Jordan,16,1.0,6,23,69.57
14,BARTSCHHACKLEY Michelle,9,3.0,2,14,
23,ROBINSON Kelsey,1,1.0,5,7,
22,WASHINGTON Haleigh,,, 2,2,
1,HANCOCK Micha,,,, ,
2,POULTER Jordyn,,,, ,
11,DREWS Andrea,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
16,AKINRADEWO Foluke,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,43,6.0,19,68,63.24
