No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 4,WONGORANTES Justine,16,8.0,1,25,5.33
14,BARTSCHHACKLEY Michelle,12,4.0,6,22,4.0
10,LARSON Jordan,8,4.0,, 12,2.67
12,THOMPSON Jordan,4,4.0,2,10,1.33
 2,POULTER Jordyn,4,3.0,1,8,1.33
22,WASHINGTON Haleigh,2,, 3,5,0.67
15,HILL Kimberly,2,,, 2,0.67
16,AKINRADEWO Foluke,1,3.0,1,5,0.33
1,HANCOCK Micha,,,, ,
11,DREWS Andrea,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,49,26.0,14,89,16.33
