No.,Name,Excellents,Errors,In-Play,Attempts,%
14,BARTSCHHACKLEY Michelle,29,, 7,36,80.56
4,WONGORANTES Justine,16,, 1,17,
10,LARSON Jordan,12,, 1,13,
22,WASHINGTON Haleigh,2,,, 2,
2,POULTER Jordyn,,1.0,, 1,
1,HANCOCK Micha,,,, ,
11,DREWS Andrea,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
16,AKINRADEWO Foluke,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,59,1.0,9,69,85.51
