No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,OGNJENOVIC Maja,8,6.0,1,15,2.67
17,POPOVIC Silvija,8,1.0,, 9,2.67
18,BOSKOVIC Tijana,6,3.0,, 9,2.0
 1,BUSA Bianka,6,1.0,, 7,2.0
19,MILENKOVIC Bojana,3,, 1,4,1.0
 5,POPOVIC Mina,1,,, 1,0.33
16,RASIC Milena,,1.0,, 1,0.0
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,32,12.0,2,46,10.67
