No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 3,YEUM Hye Seon,21,1.0,44,66,7.0
 7,AN Hyejin,7,, 10,17,2.33
 9,OH Jiyoung,2,, 7,9,0.67
10,KIM Yeon Koung,1,, 4,5,0.33
13,PARK Jeongah,,, 2,2,0.0
14,YANG Hyo Jin,,, 2,2,0.0
 4,KIM Heejin,,, 1,1,0.0
 8,PARK Eunjin,,, 1,1,0.0
1,LEE Soyoung,,,, ,
11,KIM Su Ji,,,, ,
16,JEONG Jiyun,,,, ,
19,PYO Seungju,,,, ,
ls,,31,1.0,71,103,10.33
