No.,Name,Points,Errors,In-Play,Total Attempts,by Set
17,YAN Ni,5.0,9,4,18,1.67
 2,ZHU Ting,2.0,4,4,10,0.67
 1,YUAN Xinyue,1.0,8,6,15,0.33
 6,GONG Xiangyu,1.0,2,7,10,0.33
12,LI Yingying,1.0,1,7,9,0.33
 9,ZHANG Changning,1.0,1,3,5,0.33
16,DING Xia,, 2,3,5,0.0
11,YAO Di,,, 1,1,0.0
7,WANG Yuanyuan,,,, ,
10,LIU Xiaotong,,,, ,
18,WANG Mengjie,,,, ,
19,LIU Yanhan,,,, ,
ls,,11.0,27,35,73,3.67
