No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
18,BOSKOVIC Tijana,16,5.0,, 21,4.0
19,MILENKOVIC Bojana,10,5.0,1,16,2.5
17,POPOVIC Silvija,7,7.0,, 14,1.75
 1,BUSA Bianka,7,5.0,, 12,1.75
10,OGNJENOVIC Maja,3,6.0,, 9,0.75
 9,MIHAJLOVIC Brankica,2,4.0,, 6,0.5
 5,POPOVIC Mina,1,1.0,, 2,0.25
16,RASIC Milena,,3.0,1,4,0.0
14,ALEKSIC Maja,,1.0,1,2,0.0
8,MIRKOVIC Sladjana,,,-, ,
13,BJELICA Ana,,,-, ,
20,BLAGOJEVIC Jelena,,,-, ,
ls,,46,37.0,3,86,11.5
