No.,Name,Points,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,16.0,4,14,34,35.29
13,PARK Jeongah,14.0,7,20,41,17.07
 4,KIM Heejin,15.0,8,21,44,15.91
14,YANG Hyo Jin,5.0,, 5,10,
19,PYO Seungju,, 3,4,7,
1,LEE Soyoung,3.0,1,2,6,
11,KIM Su Ji,1.0,2,1,4,
3,YEUM Hye Seon,1.0,1,, 2,
7,AN Hyejin,,,, ,
8,PARK Eunjin,,,, ,
9,OH Jiyoung,,,, ,
16,JEONG Jiyun,,,, ,
ls,,55.0,26,67,148,19.59
