No.,Name,Points,Errors,In-Play,Total Attempts,by Set
10,LARSON Jordan,1.0,1,14,16,0.2
22,WASHINGTON Haleigh,1.0,1,12,14,0.2
12,THOMPSON Jordan,1.0,1,9,11,0.2
11,DREWS Andrea,1.0,, 5,6,0.2
 2,POULTER Jordyn,, 2,17,19,0.0
16,AKINRADEWO Foluke,, 1,11,12,0.0
14,BARTSCHHACKLEY Michelle,, 2,9,11,0.0
23,ROBINSON Kelsey,, 3,4,7,0.0
24,OGBOGU Chiaka,,, 3,3,0.0
15,HILL Kimberly,, 1,1,2,0.0
1,HANCOCK Micha,,,, ,
4,WONGORANTES Justine,,,, ,
ls,,4.0,12,85,101,0.8
